"","CONTROL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_AGEB","CVE_MZA","TERRENOS","SUP_TOTAL"
"8639","07099003-9012","07","Chiapas","099","La Trinitaria","003-9","012","10",9.4818
"8640","07020009-6009","07","Chiapas","020","La Concordia","009-6","009","5",2212.1231
"8641","07081003-4012","07","Chiapas","081","Simojovel","003-4","012","107",896.7349
"8642","07069007-8015","07","Chiapas","069","Pijijiapan","007-8","015","1",36.8172
"8643","07020006-2014","07","Chiapas","020","La Concordia","006-2","014","312",1735.6811
"8644","07059004-8014","07","Chiapas","059","Ocosingo","004-8","014","8",12.8964
"8645","07020021-7015","07","Chiapas","020","La Concordia","021-7","015","1",162.9881
"8646","07061003-1016","07","Chiapas","061","Ocozocoautla de Espinosa","003-1","016","24",1039.6761
"8647","07002005-A019","07","Chiapas","002","Acala","005-A","019","62",26.691
"8648","07071004-2016","07","Chiapas","071","Villa Comaltitlán","004-2","016","237",852.0424
"8649","07092008-0024","07","Chiapas","092","Tecpatán","008-0","024","19",57.7577
"8650","07107012-1006","07","Chiapas","107","Villa Corzo","012-1","006","13",1764.6827
"8651","07079004-0016","07","Chiapas","079","San Fernando","004-0","016","15",480.4018
"8652","07099024-0020","07","Chiapas","099","La Trinitaria","024-0","020","115",437.5973
"8653","07099012-8021","07","Chiapas","099","La Trinitaria","012-8","021","4",241.9563
"8654","07079002-1023","07","Chiapas","079","San Fernando","002-1","023","177",262.1146
"8655","07013008-7024","07","Chiapas","013","Bochil","008-7","024","7",25.4664
"8656","07017014-1002","07","Chiapas","017","Cintalapa","014-1","002","285",1689.6673
"8657","07027006-3017","07","Chiapas","027","Chiapa de Corzo","006-3","017","1",18.5035
"8658","07077012-0007","07","Chiapas","077","Salto de Agua","012-0","007","231",659.1706
"8659","07009010-1003","07","Chiapas","009","Arriaga","010-1","003","10",479.3412
"8660","07051008-8002","07","Chiapas","051","Mapastepec","008-8","002","14",596.1704
"8661","07056001-2002","07","Chiapas","056","Mitontic","001-2","002","2131",2771.6961
"8662","07077002-7022","07","Chiapas","077","Salto de Agua","002-7","022","3",20.9092
"8663","07065026-1002","07","Chiapas","065","Palenque","026-1","002","1",1370.0175
"8664","07078010-9002","07","Chiapas","078","San Cristóbal de las Casas","010-9","002","1",26.9301
"8665","07068008-5004","07","Chiapas","068","Pichucalco","008-5","004","5",32.2188
"8666","07032002-5005","07","Chiapas","032","Escuintla","002-5","005","44",185.6624
"8667","07089026-3007","07","Chiapas","089","Tapachula","026-3","007","23",138.1448
"8668","07059025-A005","07","Chiapas","059","Ocosingo","025-A","005","90",1090.4297
"8669","07077009-9006","07","Chiapas","077","Salto de Agua","009-9","006","128",819.8781
"8670","07032005-9042","07","Chiapas","032","Escuintla","005-9","042","23",55.9463
"8671","07083003-9006","07","Chiapas","083","Socoltenango","003-9","006","119",147.8638
"8672","07059086-6001","07","Chiapas","059","Ocosingo","086-6","001","13",7971.3523
"8673","07012005-6007","07","Chiapas","012","Berriozábal","005-6","007","156",365.3975
"8674","07059001-4009","07","Chiapas","059","Ocosingo","001-4","009","39",363.2279
"8675","07092020-1009","07","Chiapas","092","Tecpatán","020-1","009","59",856.5433
"8676","07107050-7014","07","Chiapas","107","Villa Corzo","050-7","014","8",757.9424
"8677","07079005-5003","07","Chiapas","079","San Fernando","005-5","003","4",121.1935
"8678","07003003-8013","07","Chiapas","003","Acapetahua","003-8","013","48",1239.0072
"8679","07005001-3013","07","Chiapas","005","Amatán","001-3","013","160",424.1037
"8680","07094003-2018","07","Chiapas","094","Teopisca","003-2","018","134",16.271
"8681","07092015-0020","07","Chiapas","092","Tecpatán","015-0","020","27",26.2276
"8682","07027005-9021","07","Chiapas","027","Chiapa de Corzo","005-9","021","10",247.8821
"8683","07017017-5001","07","Chiapas","017","Cintalapa","017-5","001","6",782.239
"8684","07114016-4001","07","Chiapas","114","Benemérito de las Américas","016-4","001","57",2086.5953
"8685","07061020-5021","07","Chiapas","061","Ocozocoautla de Espinosa","020-5","021","60",197.7613
"8686","07039005-A022","07","Chiapas","039","Huitiupán","005-A","022","53",53.2157
"8687","07099012-8027","07","Chiapas","099","La Trinitaria","012-8","027","97",49.294
"8688","07015003-9028","07","Chiapas","015","Cacahoatán","003-9","028","163",73.8679
"8689","07030002-0001","07","Chiapas","030","Chicomuselo","002-0","001","60",412.524
"8690","07096013-0002","07","Chiapas","096","Tila","013-0","002","799",435.7777
"8691","07027009-7003","07","Chiapas","027","Chiapa de Corzo","009-7","003","27",366.0632
"8692","07065012-A003","07","Chiapas","065","Palenque","012-A","003","5",537.436
"8693","07020019-A006","07","Chiapas","020","La Concordia","019-A","006","24",41.2248
"8694","07071004-2003","07","Chiapas","071","Villa Comaltitlán","004-2","003","626",1809.635
"8695","07099009-6003","07","Chiapas","099","La Trinitaria","009-6","003","18",1175.4211
"8696","07052009-A005","07","Chiapas","052","Las Margaritas","009-A","005","44",658.7636
"8697","07077013-5004","07","Chiapas","077","Salto de Agua","013-5","004","170",592.6431
"8698","07029002-A004","07","Chiapas","029","Chicoasén","002-A","004","1",24.0534
"8699","07052029-7005","07","Chiapas","052","Las Margaritas","029-7","005","9",900.4869
"8700","07114017-9005","07","Chiapas","114","Benemérito de las Américas","017-9","005","126",2094.3466
"8701","07096006-0005","07","Chiapas","096","Tila","006-0","005","1523",2705.5889
"8702","07065006-4006","07","Chiapas","065","Palenque","006-4","006","15",147.3154
"8703","07031010-2007","07","Chiapas","031","Chilón","010-2","007","76",156.7209
"8704","07107023-A006","07","Chiapas","107","Villa Corzo","023-A","006","65",1091.8098
"8705","07052011-7007","07","Chiapas","052","Las Margaritas","011-7","007","58",2475.2022
"8706","07061012-0007","07","Chiapas","061","Ocozocoautla de Espinosa","012-0","007","29",1054.5003
"8707","07077010-1007","07","Chiapas","077","Salto de Agua","010-1","007","839",1579.8429
"8708","07057006-2008","07","Chiapas","057","Motozintla","006-2","008","154",413.8442
"8709","07108021-8015","07","Chiapas","108","Villaflores","021-8","015","100",1006.8776
"8710","07092009-5008","07","Chiapas","092","Tecpatán","009-5","008","266",2598.0997
"8711","07019017-A009","07","Chiapas","019","Comitán de Domínguez","017-A","009","72",954.4908
"8712","07117003-9011","07","Chiapas","117","Montecristo de Guerrero","003-9","011","68",1782.4145
"8713","07061018-8013","07","Chiapas","061","Ocozocoautla de Espinosa","018-8","013","10",185.2879
"8714","07065021-9014","07","Chiapas","065","Palenque","021-9","014","41",1179.4408
"8715","07109003-7015","07","Chiapas","109","Yajalón","003-7","015","21",47.2752
"8716","07107012-1014","07","Chiapas","107","Villa Corzo","012-1","014","169",423.9177
"8717","07029002-A018","07","Chiapas","029","Chicoasén","002-A","018","1",123.7525
"8718","07004006-9008","07","Chiapas","004","Altamirano","006-9","008","3",2092.9671
"8719","07115003-4014","07","Chiapas","115","Maravilla Tenejapa","003-4","014","54",1250.8722
"8720","07099022-1031","07","Chiapas","099","La Trinitaria","022-1","031","4",4.8211
"8721","07074002-5015","07","Chiapas","074","Reforma","002-5","015","1",89.7331
"8722","07081002-A024","07","Chiapas","081","Simojovel","002-A","024","8",7.3744
"8723","07083002-4016","07","Chiapas","083","Socoltenango","002-4","016","52",69.6265
"8724","07107024-4004","07","Chiapas","107","Villa Corzo","024-4","004","5",622.5814
"8725","07092003-8016","07","Chiapas","092","Tecpatán","003-8","016","14",18.6328
"8726","07107019-3002","07","Chiapas","107","Villa Corzo","019-3","002","12",553.0764
"8727","07059017-5012","07","Chiapas","059","Ocosingo","017-5","012","26",217.698
"8728","07020023-6010","07","Chiapas","020","La Concordia","023-6","010","18",970.4232
"8729","07092015-0017","07","Chiapas","092","Tecpatán","015-0","017","3",391.627
"8730","07089030-A020","07","Chiapas","089","Tapachula","030-A","020","18",224.9349
"8731","07037003-6024","07","Chiapas","037","Huehuetán","003-6","024","22",61.0468
"8732","07092005-7026","07","Chiapas","092","Tecpatán","005-7","026","79",203.4867
"8733","07034004-9003","07","Chiapas","034","Frontera Comalapa","004-9","003","80",9.3159
"8734","07020010-9010","07","Chiapas","020","La Concordia","010-9","010","7",733.4771
"8735","07107026-3029","07","Chiapas","107","Villa Corzo","026-3","029","183",2080.0871
"8736","07020006-2015","07","Chiapas","020","La Concordia","006-2","015","6",660.297
"8737","07027005-9034","07","Chiapas","027","Chiapa de Corzo","005-9","034","66",186.232
"8738","07107021-0012","07","Chiapas","107","Villa Corzo","021-0","012","1",193.87
"8739","07054006-0017","07","Chiapas","054","Mazatán","006-0","017","9",46.055
"8740","07108008-2010","07","Chiapas","108","Villaflores","008-2","010","23",720.7885
"8741","07061014-A019","07","Chiapas","061","Ocozocoautla de Espinosa","014-A","019","6",2.38
"8742","07077009-9002","07","Chiapas","077","Salto de Agua","009-9","002","316",1675.7787
"8743","07059082-8003","07","Chiapas","059","Ocosingo","082-8","003","38",688.0985
"8744","07099017-0006","07","Chiapas","099","La Trinitaria","017-0","006","4",128.8591
"8745","07107023-A003","07","Chiapas","107","Villa Corzo","023-A","003","55",1217.0034
"8746","07023003-0004","07","Chiapas","023","Chamula","003-0","004","126",320.046
"8747","07083004-3001","07","Chiapas","083","Socoltenango","004-3","001","7",21.8359
"8748","07026002-8004","07","Chiapas","026","Chenalhó","002-8","004","220",498.0766
"8749","07034003-4004","07","Chiapas","034","Frontera Comalapa","003-4","004","659",2457.066
"8750","07115002-A004","07","Chiapas","115","Maravilla Tenejapa","002-A","004","249",801.3149
"8751","07052005-1005","07","Chiapas","052","Las Margaritas","005-1","005","122",70.0402
"8752","07059101-2005","07","Chiapas","059","Ocosingo","101-2","005","41",1101.629
"8753","07046011-A006","07","Chiapas","046","Jiquipilas","011-A","006","223",1102.1305
"8754","07077003-1008","07","Chiapas","077","Salto de Agua","003-1","008","20",429.5491
"8755","07107010-2011","07","Chiapas","107","Villa Corzo","010-2","011","7",857.4001
"8756","07106008-8013","07","Chiapas","106","Venustiano Carranza","008-8","013","222",547.9041
"8757","07092013-1010","07","Chiapas","092","Tecpatán","013-1","010","23",449.8294
"8758","07108018-6012","07","Chiapas","108","Villaflores","018-6","012","68",334.8058
"8759","07030004-A013","07","Chiapas","030","Chicomuselo","004-A","013","51",419.8167
"8760","07013004-9033","07","Chiapas","013","Bochil","004-9","033","20",5.1149
"8761","07016011-0013","07","Chiapas","016","Catazajá","011-0","013","7",662.6029
"8762","07005005-1020","07","Chiapas","005","Amatán","005-1","020","165",504.6395
"8763","07041006-2023","07","Chiapas","041","La Independencia","006-2","023","150",561.4877
"8764","07081002-A023","07","Chiapas","081","Simojovel","002-A","023","23",11.7645
"8765","07108016-7001","07","Chiapas","108","Villaflores","016-7","001","113",535.8805
"8766","07107011-7002","07","Chiapas","107","Villa Corzo","011-7","002","24",127.4506
"8767","07054004-1014","07","Chiapas","054","Mazatán","004-1","014","13",16.0199
"8768","07005005-1008","07","Chiapas","005","Amatán","005-1","008","1",344.1848
"8769","07017011-8016","07","Chiapas","017","Cintalapa","011-8","016","257",1311.6542
"8770","07074001-0003","07","Chiapas","074","Reforma","001-0","003","4",607.1147
"8771","07079006-A003","07","Chiapas","079","San Fernando","006-A","003","1622",3370.6439
"8772","07034004-9005","07","Chiapas","034","Frontera Comalapa","004-9","005","6",73.7814
"8773","07107024-4005","07","Chiapas","107","Villa Corzo","024-4","005","307",1482.1773
"8774","07041002-4017","07","Chiapas","041","La Independencia","002-4","017","144",204.6548
"8775","07016004-0006","07","Chiapas","016","Catazajá","004-0","006","50",1436.4294
"8776","07032003-A006","07","Chiapas","032","Escuintla","003-A","006","317",1385.5908
"8777","07046012-4008","07","Chiapas","046","Jiquipilas","012-4","008","39",160.6949
"8778","07057005-8009","07","Chiapas","057","Motozintla","005-8","009","1497",2750.8776
"8779","07078001-A008","07","Chiapas","078","San Cristóbal de las Casas","001-A","008","5",272.65
"8780","07108019-0008","07","Chiapas","108","Villaflores","019-0","008","41",2312.0111
"8781","07020021-7010","07","Chiapas","020","La Concordia","021-7","010","18",1428.345
"8782","07059027-9010","07","Chiapas","059","Ocosingo","027-9","010","52",1732.7562
"8783","07041012-8019","07","Chiapas","041","La Independencia","012-8","019","15",9.7927
"8784","07063001-7017","07","Chiapas","063","Osumacinta","001-7","017","9",237.3464
"8785","07083004-3012","07","Chiapas","083","Socoltenango","004-3","012","166",116.4706
"8786","07039004-5020","07","Chiapas","039","Huitiupán","004-5","020","30",66.4174
"8787","07041002-4016","07","Chiapas","041","La Independencia","002-4","016","97",1827.6273
"8788","07030004-A017","07","Chiapas","030","Chicomuselo","004-A","017","50",24.55
"8789","07100003-1016","07","Chiapas","100","Tumbalá","003-1","016","59",137.2361
"8790","07108015-2016","07","Chiapas","108","Villaflores","015-2","016","16",15.591
"8791","07079002-1020","07","Chiapas","079","San Fernando","002-1","020","12",841.9272
"8792","07077008-4021","07","Chiapas","077","Salto de Agua","008-4","021","26",46.0409
"8793","07030008-8022","07","Chiapas","030","Chicomuselo","008-8","022","88",423.1491
"8794","07032005-9022","07","Chiapas","032","Escuintla","005-9","022","5",246.7263
"8795","07016011-0023","07","Chiapas","016","Catazajá","011-0","023","58",557.9755
"8796","07065006-4023","07","Chiapas","065","Palenque","006-4","023","3",263.2495
"8797","07079006-A023","07","Chiapas","079","San Fernando","006-A","023","82",455.8296
"8798","07099013-2023","07","Chiapas","099","La Trinitaria","013-2","023","28",30.9672
"8799","07061004-6027","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","027","24",96.9681
"8800","07061008-4032","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","032","4",104.933
"8801","07077013-5027","07","Chiapas","077","Salto de Agua","013-5","027","86",77.0341
"8802","07039005-A031","07","Chiapas","039","Huitiupán","005-A","031","68",953.5847
"8803","07059026-4001","07","Chiapas","059","Ocosingo","026-4","001","7",1080.7296
"8804","07064005-2001","07","Chiapas","064","Oxchuc","005-2","001","44",93.698
"8805","07077014-A002","07","Chiapas","077","Salto de Agua","014-A","002","8",215.0104
"8806","07024002-3003","07","Chiapas","024","Chanal","002-3","003","42",533.169
"8807","07020022-1004","07","Chiapas","020","La Concordia","022-1","004","29",858.4667
"8808","07069005-9005","07","Chiapas","069","Pijijiapan","005-9","005","13",1291.6544
"8809","07059016-0004","07","Chiapas","059","Ocosingo","016-0","004","196",2687.258
"8810","07117003-9009","07","Chiapas","117","Montecristo de Guerrero","003-9","009","14",26.5384
"8811","07079004-0004","07","Chiapas","079","San Fernando","004-0","004","26",368.8972
"8812","07087003-8020","07","Chiapas","087","Suchiate","003-8","020","23",100.9098
"8813","07017015-6005","07","Chiapas","017","Cintalapa","015-6","005","6",2253.8835
"8814","07026001-3005","07","Chiapas","026","Chenalhó","001-3","005","9",232.4934
"8815","07061004-6022","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","022","7",65.0928
"8816","07077004-6008","07","Chiapas","077","Salto de Agua","004-6","008","9",142.5602
"8817","07074004-4005","07","Chiapas","074","Reforma","004-4","005","17",351.6581
"8818","07115003-4006","07","Chiapas","115","Maravilla Tenejapa","003-4","006","150",2579.591
"8819","07083003-9009","07","Chiapas","083","Socoltenango","003-9","009","288",630.1933
"8820","07012006-0011","07","Chiapas","012","Berriozábal","006-0","011","7",645.062
"8821","07089023-A011","07","Chiapas","089","Tapachula","023-A","011","51",184.5001
"8822","07068007-0015","07","Chiapas","068","Pichucalco","007-0","015","10",719.11
"8823","07061004-6017","07","Chiapas","061","Ocozocoautla de Espinosa","004-6","017","44",232.2402
"8824","07107018-9022","07","Chiapas","107","Villa Corzo","018-9","022","9",196.3101
"8825","07103001-4015","07","Chiapas","103","Tuzantán","001-4","015","50",449.5796
"8826","07083008-1025","07","Chiapas","083","Socoltenango","008-1","025","4",9.6271
